target_step_seconds,cell_i0,cell_i1,alpha,stage,variable,target_value,scale,weight
28771200,36,37,0,3,Si,53.04378782,68.70772517,0.0652173913
29894400,58,59,0,3,Si,53.04378782,68.70772517,0.02173913043
29980800,23,24,0,3,Si,64.79174083,68.70772517,0.03260869565
29980800,36,37,0,3,Si,86.50765397,68.70772517,0.0652173913
86400,13,14,0,3,TOC,563.4471274,570.6910908,0.04166666667
86400,79,80,0,3,TOC,323.8967527,570.6910908,0.04166666667
777600,58,59,0,3,TOC,568.692756,570.6910908,0.02857142857
864000,23,24,0,3,TOC,290.591174,570.6910908,0.0652173913
864000,36,37,0,3,TOC,744.3796836,570.6910908,0.08571428571
1209600,1,2,0,3,TOC,304.662781,570.6910908,0.08333333333
1209600,13,14,0,3,TOC,274.3547044,570.6910908,0.04166666667
1209600,36,37,0,3,TOC,568.1099084,570.6910908,0.08571428571
1209600,58,59,0,3,TOC,311.0741049,570.6910908,0.02857142857
1209600,79,80,0,3,TOC,399.6669442,570.6910908,0.04166666667
3196800,58,59,0,3,TOC,492.9225645,570.6910908,0.02857142857
3283200,23,24,0,3,TOC,298.0849292,570.6910908,0.0652173913
3283200,36,37,0,3,TOC,1105.745212,570.6910908,0.08571428571
3628800,1,2,0,3,TOC,285.4288093,570.6910908,0.08333333333
3628800,13,14,0,3,TOC,287.1773522,570.6910908,0.04166666667
3628800,36,37,0,3,TOC,293.0058285,570.6910908,0.08571428571
3628800,58,59,0,3,TOC,265.61199,570.6910908,0.02857142857
3628800,79,80,0,3,TOC,289.5087427,570.6910908,0.04166666667
4406400,58,59,0,3,TOC,412.9891757,570.6910908,0.02857142857
4492800,23,24,0,3,TOC,264.7793505,570.6910908,0.0652173913
4492800,36,37,0,3,TOC,880.0999167,570.6910908,0.08571428571
4838400,13,14,0,3,TOC,279.0174854,570.6910908,0.04166666667
4838400,79,80,0,3,TOC,290.0915903,570.6910908,0.04166666667
5702400,23,24,0,3,TOC,257.2855953,570.6910908,0.0652173913
5702400,36,37,0,3,TOC,540.3830142,570.6910908,0.08571428571
5788800,58,59,0,3,TOC,502.9142381,570.6910908,0.02857142857
6307200,13,14,0,3,TOC,284.8459617,570.6910908,0.04166666667
6307200,79,80,0,3,TOC,287.1773522,570.6910908,0.04166666667
6912000,58,59,0,3,TOC,863.4471274,570.6910908,0.02857142857
6998400,23,24,0,3,TOC,252.2897585,570.6910908,0.0652173913
6998400,36,37,0,3,TOC,665.2789342,570.6910908,0.08571428571
7344000,1,2,0,3,TOC,304.662781,570.6910908,0.08333333333
7344000,13,14,0,3,TOC,288.9258951,570.6910908,0.04166666667
7344000,36,37,0,3,TOC,420.6494588,570.6910908,0.08571428571
7344000,58,59,0,3,TOC,367.6103247,570.6910908,0.02857142857
7344000,79,80,0,3,TOC,288.9258951,570.6910908,0.04166666667
8553600,23,24,0,3,TOC,343.8800999,570.6910908,0.0652173913
8553600,36,37,0,3,TOC,716.9025812,570.6910908,0.08571428571
8640000,58,59,0,3,TOC,611.1573689,570.6910908,0.02857142857
8726400,13,14,0,3,TOC,307.5770192,570.6910908,0.04166666667
8726400,79,80,0,3,TOC,293.5886761,570.6910908,0.04166666667
9763200,58,59,0,3,TOC,411.3238968,570.6910908,0.02857142857
9849600,36,37,0,3,TOC,624.4796003,570.6910908,0.08571428571
9936000,23,24,0,3,TOC,379.683597,570.6910908,0.0652173913
10108800,1,2,0,3,TOC,304.0799334,570.6910908,0.08333333333
10108800,13,14,0,3,TOC,322.1482098,570.6910908,0.04166666667
10108800,36,37,0,3,TOC,323.8967527,570.6910908,0.08571428571
10108800,58,59,0,3,TOC,496.4196503,570.6910908,0.02857142857
10108800,79,80,0,3,TOC,293.5886761,570.6910908,0.04166666667
10972800,23,24,0,3,TOC,404.662781,570.6910908,0.0652173913
10972800,36,37,0,3,TOC,772.6894255,570.6910908,0.08571428571
11059200,58,59,0,3,TOC,807.6602831,570.6910908,0.02857142857
11577600,13,14,0,3,TOC,319.2339717,570.6910908,0.04166666667
11577600,79,80,0,3,TOC,317.4854288,570.6910908,0.04166666667
12182400,23,24,0,3,TOC,270.6078268,570.6910908,0.0652173913
12182400,36,37,0,3,TOC,547.0441299,570.6910908,0.08571428571
12268800,58,59,0,3,TOC,377.1856786,570.6910908,0.02857142857
12787200,1,2,0,3,TOC,340.2164863,570.6910908,0.08333333333
12787200,13,14,0,3,TOC,303.4970858,570.6910908,0.04166666667
12787200,36,37,0,3,TOC,625.2289759,570.6910908,0.08571428571
12787200,58,59,0,3,TOC,300,570.6910908,0.02857142857
12787200,79,80,0,3,TOC,290.674438,570.6910908,0.04166666667
13392000,23,24,0,3,TOC,277.2689425,570.6910908,0.0652173913
13392000,36,37,0,3,TOC,757.7019151,570.6910908,0.08571428571
13478400,58,59,0,3,TOC,423.8134888,570.6910908,0.02857142857
13996800,13,14,0,3,TOC,318.0682764,570.6910908,0.04166666667
13996800,79,80,0,3,TOC,325.062448,570.6910908,0.04166666667
14601600,23,24,0,3,TOC,265.61199,570.6910908,0.0652173913
14601600,36,37,0,3,TOC,478.7676936,570.6910908,0.08571428571
14688000,58,59,0,3,TOC,312.2398002,570.6910908,0.02857142857
15206400,1,2,0,3,TOC,342.5478768,570.6910908,0.08333333333
15206400,13,14,0,3,TOC,343.1307244,570.6910908,0.04166666667
15206400,36,37,0,3,TOC,341.3821815,570.6910908,0.08571428571
15206400,58,59,0,3,TOC,509.8251457,570.6910908,0.02857142857
15206400,79,80,0,3,TOC,309.9084097,570.6910908,0.04166666667
15811200,58,59,0,3,TOC,398.8343047,570.6910908,0.02857142857
15897600,23,24,0,3,TOC,290.591174,570.6910908,0.0652173913
15897600,36,37,0,3,TOC,465.4454621,570.6910908,0.08571428571
16502400,13,14,0,3,TOC,315.1540383,570.6910908,0.04166666667
16502400,79,80,0,3,TOC,306.4113239,570.6910908,0.04166666667
17193600,58,59,0,3,TOC,422.1482098,570.6910908,0.02857142857
17280000,23,24,0,3,TOC,237.3022481,570.6910908,0.0652173913
17280000,36,37,0,3,TOC,375.5203997,570.6910908,0.08571428571
17712000,1,2,0,3,TOC,329.725229,570.6910908,0.08333333333
17712000,13,14,0,3,TOC,336.7194005,570.6910908,0.04166666667
17712000,36,37,0,3,TOC,531.9733555,570.6910908,0.08571428571
17712000,58,59,0,3,TOC,396.1698585,570.6910908,0.02857142857
17712000,79,80,0,3,TOC,350.1248959,570.6910908,0.04166666667
18403200,58,59,0,3,TOC,335.5537052,570.6910908,0.02857142857
18489600,23,24,0,3,TOC,277.2689425,570.6910908,0.0652173913
18489600,36,37,0,3,TOC,427.1440466,570.6910908,0.08571428571
19094400,13,14,0,3,TOC,317.4854288,570.6910908,0.04166666667
19094400,79,80,0,3,TOC,310.4912573,570.6910908,0.04166666667
19612800,23,24,0,3,TOC,346.3780183,570.6910908,0.0652173913
19612800,36,37,0,3,TOC,744.3796836,570.6910908,0.08571428571
19612800,58,59,0,3,TOC,330.5578684,570.6910908,0.02857142857
20304000,1,2,0,3,TOC,308.7427144,570.6910908,0.08333333333
20304000,13,14,0,3,TOC,336.7194005,570.6910908,0.04166666667
20304000,36,37,0,3,TOC,495.8368027,570.6910908,0.08571428571
20304000,58,59,0,3,TOC,322.7310575,570.6910908,0.02857142857
20304000,79,80,0,3,TOC,333.2223147,570.6910908,0.04166666667
20736000,23,24,0,3,TOC,303.9134055,570.6910908,0.0652173913
20736000,36,37,0,3,TOC,568.692756,570.6910908,0.08571428571
20822400,58,59,0,3,TOC,338.0516236,570.6910908,0.02857142857
21513600,13,14,0,3,TOC,358.2847627,570.6910908,0.04166666667
21513600,79,80,0,3,TOC,311.6569525,570.6910908,0.04166666667
22464000,58,59,0,3,TOC,371.3572023,570.6910908,0.02857142857
22550400,23,24,0,3,TOC,565.3621982,570.6910908,0.0652173913
22550400,36,37,0,3,TOC,433.8051624,570.6910908,0.08571428571
22809600,1,2,0,3,TOC,334.9708576,570.6910908,0.08333333333
22809600,13,14,0,3,TOC,482.4313072,570.6910908,0.04166666667
22809600,36,37,0,3,TOC,325.6452956,570.6910908,0.08571428571
22809600,58,59,0,3,TOC,320.9825146,570.6910908,0.02857142857
22809600,79,80,0,3,TOC,336.7194005,570.6910908,0.04166666667
23760000,36,37,0,3,TOC,468.77602,570.6910908,0.08571428571
23760000,58,59,0,3,TOC,408.8259784,570.6910908,0.02857142857
23932800,23,24,0,3,TOC,338.0516236,570.6910908,0.0652173913
24278400,1,2,0,3,TOC,318.0682764,570.6910908,0.08333333333
24278400,13,14,0,3,TOC,370.5245629,570.6910908,0.04166666667
24278400,36,37,0,3,TOC,643.2972523,570.6910908,0.08571428571
24278400,58,59,0,3,TOC,326.2281432,570.6910908,0.02857142857
24278400,79,80,0,3,TOC,320.3996669,570.6910908,0.04166666667
25056000,23,24,0,3,TOC,310.5745212,570.6910908,0.0652173913
25056000,36,37,0,3,TOC,571.1906744,570.6910908,0.08571428571
25142400,58,59,0,3,TOC,395.5037469,570.6910908,0.02857142857
25488000,13,14,0,3,TOC,327.9766861,570.6910908,0.04166666667
25488000,79,80,0,3,TOC,345.4621149,570.6910908,0.04166666667
26265600,58,59,0,3,TOC,308.9092423,570.6910908,0.02857142857
26352000,23,24,0,3,TOC,203.16403,570.6910908,0.0652173913
26352000,36,37,0,3,TOC,427.1440466,570.6910908,0.08571428571
27129600,1,2,0,3,TOC,315.7368859,570.6910908,0.08333333333
27129600,13,14,0,3,TOC,410.7410491,570.6910908,0.04166666667
27129600,36,37,0,3,TOC,388.0099917,570.6910908,0.08571428571
27129600,58,59,0,3,TOC,333.2223147,570.6910908,0.02857142857
27129600,79,80,0,3,TOC,333.2223147,570.6910908,0.04166666667
27388800,23,24,0,3,TOC,238.9675271,570.6910908,0.0652173913
27388800,36,37,0,3,TOC,436.3030808,570.6910908,0.08571428571
27475200,58,59,0,3,TOC,362.1981682,570.6910908,0.02857142857
27993600,13,14,0,3,TOC,337.3022481,570.6910908,0.04166666667
27993600,79,80,0,3,TOC,337.3022481,570.6910908,0.04166666667
28684800,58,59,0,3,TOC,291.4238135,570.6910908,0.02857142857
28771200,23,24,0,3,TOC,334.7210658,570.6910908,0.0652173913
28771200,36,37,0,3,TOC,295.5870108,570.6910908,0.08571428571
29289600,1,2,0,3,TOC,336.7194005,570.6910908,0.08333333333
29289600,13,14,0,3,TOC,357.7019151,570.6910908,0.04166666667
29289600,36,37,0,3,TOC,414.2381349,570.6910908,0.08571428571
29289600,58,59,0,3,TOC,341.9650291,570.6910908,0.02857142857
29289600,79,80,0,3,TOC,324.4796003,570.6910908,0.04166666667
29894400,58,59,0,3,TOC,325.5620316,570.6910908,0.02857142857
29980800,23,24,0,3,TOC,324.7293922,570.6910908,0.0652173913
29980800,36,37,0,3,TOC,691.9233972,570.6910908,0.08571428571
30499200,13,14,0,3,TOC,300,570.6910908,0.04166666667
30499200,79,80,0,3,TOC,377.5187344,570.6910908,0.04166666667
9504000,3,4,0,4,pCO2,1245.4804,13792.40524,0.75
9504000,7,8,0.5,4,pCO2,1250.33599,13792.40524,0.75
9504000,12,13,0,4,pCO2,1697.18399,13792.40524,0.75
9504000,16,17,0,4,pCO2,1605.51206,13792.40524,0.75
9504000,21,22,0,4,pCO2,1741.5746,13792.40524,0.75
9504000,25,26,0.5,4,pCO2,3187.79955,13792.40524,0.75
9504000,27,28,0,4,pCO2,2473.06427,13792.40524,0.75
9504000,29,30,0,4,pCO2,3963.04538,13792.40524,0.75
9504000,30,31,0,4,pCO2,4193.64661,13792.40524,0.75
9504000,31,32,0,4,pCO2,4198.91374,13792.40524,0.75
9504000,32,33,0.5,4,pCO2,4714.57412,13792.40524,0.75
9504000,34,35,0.5,4,pCO2,5694.83363,13792.40524,0.75
9504000,35,36,0.5,4,pCO2,6516.5647,13792.40524,0.75
9504000,36,37,0,4,pCO2,5160.68414,13792.40524,0.75
9504000,37,38,0,4,pCO2,7347.83275,13792.40524,0.75
9504000,38,39,0.5,4,pCO2,7946.22613,13792.40524,0.75
9504000,45,46,0,4,pCO2,10548.31741,13792.40524,0.75
9504000,46,47,0.5,4,pCO2,11578.07954,13792.40524,0.75
9504000,49,50,0.5,4,pCO2,11589.04943,13792.40524,0.75
9504000,51,52,0,4,pCO2,12371.52924,13792.40524,0.75
9504000,54,55,0,4,pCO2,13764.62628,13792.40524,0.75
9504000,56,57,0,4,pCO2,13333.41419,13792.40524,0.75
9504000,57,58,0.5,4,pCO2,13820.1842,13792.40524,0.75
19008000,3,4,0,4,pCO2,2185.14355,13792.40524,0.75
19008000,7,8,0.5,4,pCO2,2854.45612,13792.40524,0.75
19008000,12,13,0,4,pCO2,5242.41738,13792.40524,0.75
19008000,16,17,0,4,pCO2,4709.31777,13792.40524,0.75
19008000,21,22,0,4,pCO2,5889.24246,13792.40524,0.75
19008000,25,26,0.5,4,pCO2,6619.34375,13792.40524,0.75
19008000,27,28,0,4,pCO2,6848.79825,13792.40524,0.75
19008000,29,30,0,4,pCO2,8008.1043,13792.40524,0.75
19008000,30,31,0,4,pCO2,7674.41939,13792.40524,0.75
19008000,31,32,0,4,pCO2,8587.93205,13792.40524,0.75
19008000,32,33,0.5,4,pCO2,7741.4411,13792.40524,0.75
19008000,34,35,0.5,4,pCO2,9613.8895,13792.40524,0.75
19008000,35,36,0.5,4,pCO2,11288.3949,13792.40524,0.75
19008000,36,37,0,4,pCO2,14771.38816,13792.40524,0.75
19008000,37,38,0,4,pCO2,13337.6726,13792.40524,0.75
19008000,38,39,0.5,4,pCO2,13934.30543,13792.40524,0.75
19008000,45,46,0,4,pCO2,12977.80722,13792.40524,0.75
19008000,46,47,0.5,4,pCO2,14561.14294,13792.40524,0.75
19008000,49,50,0.5,4,pCO2,12863.21349,13792.40524,0.75
19008000,51,52,0,4,pCO2,12659.61908,13792.40524,0.75
19008000,54,55,0,4,pCO2,13012.92474,13792.40524,0.75
19008000,56,57,0,4,pCO2,12903.97208,13792.40524,0.75
19008000,57,58,0.5,4,pCO2,14600.16287,13792.40524,0.75
